question,complexity,loc,lloc,sloc,comments,single_comments,multi_comments,blank_lines,h1,h2,N1,N2,h,N,calculated_N,volume,difficulty,effort,bugs,time,string,newline,indent,dedent,lpar,rpar,lsqb,rsqb,colon,comma,semi,plus,minus,star,slash,less,greater,equal,dot,percent,eq_equal,not_eq,less_eq,greater_eq,dbl_star,plus_eq,dbl_slash,comment,nl,number_int,number_float,keyword,identifier,builtin_type,builtin_func,kwd_print,kwd_input,builtin_type_unique,builtin_func_unique,identifiers_unique,identifiers_max_len,identifiers_min_len,identifiers_mean_len
1148,11.0,36.0,26.0,25.0,0.0,0.0,7.0,4.0,1.0,12.0,10.0,20.0,13.0,30.0,43.01955000865388,111.01319154423275,0.8333333333333334,92.5109929535273,0.0370043971814109,5.139499608529295,24.0,26.0,12.0,12.0,4.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,23.0,0.0,0.0,2.0,1.0,0,2,2,6.0,4.0,5.0
1149,11.0,36.0,26.0,25.0,0.0,0.0,7.0,4.0,1.0,12.0,10.0,20.0,13.0,30.0,43.01955000865388,111.01319154423275,0.8333333333333334,92.5109929535273,0.0370043971814109,5.139499608529295,24.0,26.0,12.0,12.0,4.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,23.0,0.0,0.0,2.0,1.0,0,2,2,6.0,4.0,5.0
1285,3.0,41.0,13.0,12.0,12.0,12.0,9.0,8.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,6.0,13.0,2.0,2.0,13.0,13.0,9.0,9.0,2.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,12.0,0.0,7.0,28.0,1.0,3.0,2.0,1.0,1,5,11,7.0,1.0,4.090909090909091
1286,3.0,41.0,13.0,12.0,12.0,12.0,9.0,8.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,6.0,13.0,2.0,2.0,13.0,13.0,9.0,9.0,2.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,12.0,0.0,7.0,28.0,1.0,3.0,2.0,1.0,1,5,11,7.0,1.0,4.090909090909091
1287,3.0,41.0,13.0,12.0,12.0,12.0,9.0,8.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,6.0,13.0,2.0,2.0,13.0,13.0,9.0,9.0,2.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,12.0,0.0,7.0,28.0,1.0,3.0,2.0,1.0,1,5,11,7.0,1.0,4.090909090909091
1288,3.0,42.0,13.0,12.0,13.0,13.0,9.0,8.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,7.0,13.0,2.0,2.0,13.0,13.0,10.0,10.0,2.0,21.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,19.0,0.0,7.0,28.0,1.0,3.0,2.0,1.0,1,5,11,7.0,1.0,4.090909090909091
1289,4.0,21.0,19.0,19.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,6.0,5.0,9.0,8.0,20.89735285398626,0.75,15.673014640489694,0.006965784284662,0.8707230355827608,9.0,19.0,4.0,4.0,22.0,22.0,12.0,12.0,4.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,8.0,8.0,27.0,0.0,6.0,8.0,1.0,0,5,10,6.0,1.0,2.7
1290,3.0,43.0,14.0,13.0,13.0,13.0,9.0,8.0,3.0,8.0,4.0,8.0,11.0,12.0,28.75488750216347,41.51317942364757,1.5,62.26976913547136,0.0138377264745491,3.4594316186372978,6.0,14.0,2.0,2.0,13.0,13.0,9.0,9.0,2.0,13.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,13.0,0.0,7.0,30.0,1.0,3.0,2.0,1.0,1,5,11,7.0,1.0,4.090909090909091
1291,3.0,42.0,13.0,12.0,13.0,13.0,9.0,8.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,6.0,13.0,2.0,2.0,13.0,13.0,9.0,9.0,2.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,12.0,0.0,7.0,28.0,1.0,3.0,2.0,1.0,1,5,11,7.0,1.0,4.090909090909091
1292,3.0,42.0,13.0,12.0,13.0,13.0,9.0,8.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,6.0,13.0,2.0,2.0,13.0,13.0,9.0,9.0,2.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,12.0,0.0,7.0,28.0,1.0,3.0,2.0,1.0,1,5,11,7.0,1.0,4.090909090909091
1293,3.0,42.0,13.0,12.0,13.0,13.0,9.0,8.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,6.0,13.0,2.0,2.0,13.0,13.0,9.0,9.0,2.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,12.0,0.0,7.0,28.0,1.0,3.0,2.0,1.0,1,5,11,7.0,1.0,4.090909090909091
1294,3.0,42.0,13.0,12.0,13.0,13.0,9.0,8.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,6.0,13.0,2.0,2.0,13.0,13.0,9.0,9.0,2.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,12.0,0.0,7.0,28.0,1.0,3.0,2.0,1.0,1,5,11,7.0,1.0,4.090909090909091
1296,3.0,42.0,13.0,12.0,13.0,13.0,9.0,8.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,6.0,13.0,2.0,2.0,13.0,13.0,9.0,9.0,2.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,12.0,0.0,7.0,28.0,1.0,3.0,2.0,1.0,1,5,11,7.0,1.0,4.090909090909091
1297,3.0,22.0,14.0,14.0,0.0,0.0,0.0,8.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.931568569324174,0.5,6.965784284662087,0.0046438561897747,0.3869880158145604,7.0,14.0,3.0,3.0,17.0,17.0,9.0,9.0,3.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,7.0,20.0,0.0,3.0,6.0,1.0,0,4,9,6.0,1.0,3.111111111111111
1298,3.0,19.0,14.0,14.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.931568569324174,0.5,6.965784284662087,0.0046438561897747,0.3869880158145604,7.0,14.0,3.0,3.0,16.0,16.0,9.0,9.0,3.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,7.0,20.0,0.0,3.0,6.0,1.0,0,4,9,6.0,1.0,3.333333333333333
1349,1.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,14.0,8.0,16.0,18.0,24.0,61.30296890880645,100.07820003461548,2.2857142857142856,228.75017150769253,0.0333594000115385,12.708342861538474,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,5.0,3.0,0.0,1.0,2.0,2,2,2,5.0,1.0,3.0
1350,1.0,7.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,6.0,3.0,6.0,7.0,9.0,15.509775004326936,25.26619429851844,0.5,12.63309714925922,0.0084220647661728,0.701838730514401,0.0,5.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,4.0,0.0,1.0,3.0,2,2,5,5.0,1.0,2.6
1354,1.0,6.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,0.0,4.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,6.0,2.0,1.0,1.0,2.0,1,3,4,5.0,2.0,3.75
1356,1.0,6.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,8.0,4.0,8.0,11.0,12.0,28.75488750216347,41.51317942364757,1.5,62.26976913547136,0.0138377264745491,3.4594316186372978,0.0,5.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,5.0,0.0,1.0,4.0,2,2,4,5.0,1.0,2.0
1361,1.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,4.0,17.0,14.0,28.0,21.0,42.0,77.48686830125578,184.47733175670797,3.294117647058824,607.6900340220967,0.0614924439189026,33.76055744567204,0.0,7.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,13.0,4.0,0.0,10.0,1.0,3.0,3.0,1.0,1,3,4,12.0,7.0,9.5
1362,1.0,11.0,8.0,8.0,0.0,0.0,0.0,3.0,3.0,13.0,9.0,18.0,16.0,27.0,52.86060383799767,108.0,2.076923076923077,224.30769230769232,0.036,12.461538461538462,0.0,8.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,2.0,2.0,12.0,1.0,3.0,3.0,1.0,1,3,6,16.0,1.0,6.666666666666667
1363,1.0,11.0,8.0,8.0,0.0,0.0,0.0,3.0,4.0,14.0,9.0,18.0,18.0,27.0,61.30296890880645,112.58797503894245,2.571428571428572,289.5119358144234,0.0375293250129808,16.083996434134633,0.0,8.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,10.0,1.0,2.0,12.0,1.0,3.0,3.0,1.0,1,3,6,15.0,1.0,7.166666666666667
1364,1.0,9.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,10.0,5.0,10.0,13.0,15.0,37.97416845103709,55.506595772116384,1.5,83.25989365817458,0.0185021985907054,4.625549647676365,0.0,6.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,11.0,2.0,1.0,1.0,2.0,1,3,7,4.0,1.0,2.0
1365,1.0,9.0,6.0,6.0,0.0,0.0,0.0,3.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,0.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,12.0,2.0,1.0,1.0,2.0,1,3,8,7.0,1.0,2.75
1366,1.0,9.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,7.0,4.0,8.0,10.0,12.0,24.406371956566694,39.86313713864836,1.7142857142857142,68.33680652339717,0.0132877123795494,3.796489251299843,0.0,6.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,11.0,2.0,1.0,1.0,2.0,1,3,7,7.0,1.0,2.571428571428572
1367,1.0,13.0,10.0,10.0,0.0,0.0,0.0,3.0,1.0,6.0,3.0,6.0,7.0,9.0,15.509775004326936,25.26619429851844,0.5,12.63309714925922,0.0084220647661728,0.701838730514401,0.0,10.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,18.0,4.0,1.0,1.0,3.0,2,3,9,14.0,7.0,10.666666666666666
1368,1.0,13.0,10.0,10.0,0.0,0.0,0.0,3.0,1.0,6.0,3.0,6.0,7.0,9.0,15.509775004326936,25.26619429851844,0.5,12.63309714925922,0.0084220647661728,0.701838730514401,0.0,10.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,18.0,4.0,1.0,1.0,3.0,2,3,9,18.0,4.0,12.333333333333334
1369,1.0,13.0,10.0,10.0,0.0,0.0,0.0,3.0,1.0,6.0,3.0,6.0,7.0,9.0,15.509775004326936,25.26619429851844,0.5,12.63309714925922,0.0084220647661728,0.701838730514401,0.0,10.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,18.0,4.0,1.0,1.0,3.0,2,3,9,17.0,8.0,13.333333333333334
1370,1.0,9.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0,12.0,10.0,18.0,26.0,59.794705707972525,1.5,89.69205856195879,0.0199315685693241,4.982892142331044,0.0,7.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,10.0,1.0,3.0,3.0,1.0,1,3,4,12.0,7.0,9.5
1371,1.0,9.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0,12.0,10.0,18.0,26.0,59.794705707972525,1.5,89.69205856195879,0.0199315685693241,4.982892142331044,0.0,7.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,10.0,1.0,3.0,3.0,1.0,1,3,4,16.0,4.0,10.75
1372,1.0,9.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0,12.0,10.0,18.0,26.0,59.794705707972525,1.5,89.69205856195879,0.0199315685693241,4.982892142331044,0.0,7.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,10.0,1.0,3.0,3.0,1.0,1,3,4,15.0,8.0,11.5
1379,1.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,0.0,4.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,3.0,1,3,3,5.0,1.0,2.333333333333333
1390,2.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,8.0,9.0,12.0,20.264662506490406,38.03910001730775,2.0,76.0782000346155,0.0126797000057692,4.226566668589751,1.0,7.0,2.0,2.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,9.0,1.0,1.0,1.0,1.0,1,3,3,7.0,5.0,6.0
1391,2.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,3.0,8.0,5.0,10.0,11.0,15.0,28.75488750216347,51.89147427955947,1.875,97.296514274174,0.0172971580931864,5.405361904120777,1.0,7.0,2.0,2.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,9.0,1.0,1.0,1.0,1.0,1,3,3,7.0,5.0,6.0
1392,2.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,3.0,7.0,5.0,10.0,10.0,15.0,24.406371956566694,49.82892142331044,2.142857142857143,106.77626019280808,0.0166096404744368,5.932014455156004,1.0,7.0,2.0,2.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,1,3,3,7.0,5.0,6.0
1393,2.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,8.0,9.0,12.0,20.264662506490406,38.03910001730775,2.0,76.0782000346155,0.0126797000057692,4.226566668589751,1.0,7.0,2.0,2.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,9.0,1.0,1.0,1.0,1.0,1,3,3,7.0,5.0,6.0
1394,2.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,4.0,7.0,6.0,12.0,11.0,18.0,27.651484454403228,62.26976913547136,3.4285714285714284,213.4963513216161,0.0207565897118237,11.860908406756447,1.0,7.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,11.0,1.0,1.0,1.0,1.0,1,3,3,7.0,5.0,6.0
1395,2.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,4.0,7.0,6.0,12.0,11.0,18.0,27.651484454403228,62.26976913547136,3.4285714285714284,213.4963513216161,0.0207565897118237,11.860908406756447,1.0,7.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,11.0,1.0,1.0,1.0,1.0,1,3,3,7.0,5.0,6.0
1396,2.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,6.0,6.0,9.0,10.0,23.264662506490403,1.5,34.89699375973561,0.0077548875021634,1.938721875540867,1.0,7.0,2.0,2.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,9.0,1.0,1.0,1.0,1.0,1,3,3,7.0,5.0,6.0
1397,2.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,4.0,7.0,6.0,12.0,11.0,18.0,27.651484454403228,62.26976913547136,3.4285714285714284,213.4963513216161,0.0207565897118237,11.860908406756447,1.0,7.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,11.0,1.0,1.0,1.0,1.0,1,3,3,7.0,5.0,6.0
1398,2.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,4.0,11.0,8.0,16.0,15.0,24.0,46.05374780501028,93.76537429460444,2.909090909090909,272.7719979479402,0.0312551247648681,15.153999885996676,1.0,7.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,11.0,1.0,1.0,1.0,1.0,1,3,3,7.0,5.0,6.0
1399,2.0,20.0,12.0,12.0,4.0,4.0,0.0,4.0,4.0,7.0,7.0,14.0,11.0,21.0,27.651484454403228,72.64806399138325,4.0,290.592255965533,0.024216021330461,16.14401422030739,4.0,12.0,2.0,2.0,13.0,13.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,2.0,18.0,2.0,1.0,3.0,2.0,1,3,5,5.0,4.0,4.8
1400,2.0,11.0,9.0,9.0,0.0,0.0,0.0,2.0,3.0,8.0,5.0,10.0,11.0,15.0,28.75488750216347,51.89147427955947,1.875,97.296514274174,0.0172971580931864,5.405361904120777,5.0,9.0,2.0,2.0,10.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,13.0,3.0,0.0,1.0,4.0,1,2,5,7.0,2.0,4.2
1401,2.0,12.0,10.0,10.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,6.0,7.0,9.0,13.60964047443681,25.26619429851844,1.2,30.319433158222125,0.0084220647661728,1.6844129532345624,5.0,10.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,11.0,1.0,0.0,2.0,2.0,1,2,4,9.0,6.0,7.25
1402,2.0,9.0,7.0,7.0,0.0,0.0,0.0,2.0,4.0,10.0,6.0,12.0,14.0,18.0,41.21928094887362,68.53238859703687,2.4,164.4777326328885,0.0228441295323456,9.13765181293825,3.0,7.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,8.0,2.0,0.0,1.0,2.0,1,2,3,5.0,4.0,4.333333333333333
1403,2.0,9.0,7.0,7.0,0.0,0.0,0.0,2.0,3.0,9.0,5.0,10.0,12.0,15.0,33.28421251514428,53.77443751081735,1.6666666666666667,89.62406251802892,0.0179248125036057,4.9791145843349405,3.0,7.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,8.0,2.0,0.0,1.0,2.0,1,2,3,8.0,4.0,5.666666666666667
1404,2.0,11.0,9.0,9.0,0.0,0.0,0.0,2.0,3.0,11.0,7.0,14.0,14.0,21.0,42.80863530717375,79.95445336320968,1.9090909090909087,152.64032005703666,0.0266514844544032,8.480017780946481,5.0,9.0,2.0,2.0,11.0,11.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,14.0,3.0,0.0,1.0,4.0,1,2,5,6.0,2.0,3.2
1405,2.0,10.0,8.0,8.0,0.0,0.0,0.0,2.0,3.0,8.0,5.0,10.0,11.0,15.0,28.75488750216347,51.89147427955947,1.875,97.296514274174,0.0172971580931864,5.405361904120777,4.0,8.0,2.0,2.0,9.0,9.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,11.0,2.0,0.0,1.0,3.0,1,2,4,6.0,2.0,3.5
1406,2.0,10.0,8.0,8.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,8.0,8.0,12.0,17.509775004326936,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665,4.0,8.0,2.0,2.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,11.0,2.0,0.0,1.0,3.0,1,2,4,6.0,2.0,4.5
1407,2.0,15.0,12.0,12.0,0.0,0.0,0.0,3.0,4.0,10.0,5.0,10.0,14.0,15.0,41.21928094887362,57.11032383086405,2.0,114.22064766172812,0.019036774610288,6.345591536762672,6.0,12.0,2.0,2.0,14.0,14.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,13.0,4.0,0.0,4.0,4.0,1,2,6,8.0,2.0,3.6666666666666665
1408,2.0,11.0,9.0,9.0,0.0,0.0,0.0,2.0,3.0,10.0,7.0,14.0,13.0,21.0,37.97416845103709,77.70923408096293,2.1,163.18939157002217,0.0259030780269876,9.066077309445676,5.0,9.0,2.0,2.0,11.0,11.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,14.0,3.0,0.0,1.0,4.0,1,2,5,8.0,2.0,4.4
